type,commit_hash,modifications,lines_added,lines_removed,lines_added+removed,diff_methods,changed_methods,complexity
other,fa994f54e41ab67dc407d37a72f4faa4a5245d1f,1.0,5.0,0.0,5.0,1.0,1.0,169.0
other,1ca5c113e4938a4af8092da66daae601aa5e1847,2.0,53.0,1.0,54.0,2.0,3.0,157.5
other,b35ad1bcd1b39a37e1e993b730c0c24c04a90ef4,1.0,16.0,0.0,16.0,0.0,1.0,236.0
other,691a82b58e8d6c47cd9bf33fcee8a2988f08226c,3.0,71.0,27.0,98.0,0.0,3.0,11.033.333.333.333.300
other,878bde8fd6939b508adeb21e2911e390cfe27326,2.0,0.0,11.0,11.0,-1.0,4.0,121.0
other,5fe3cc2d089810032671d6135ad137af6f491d28,1.0,1.0,1.0,2.0,0.0,1.0,101.0
other,69bdd6961ba294894620f850b6b01d7175ae8009,2.0,27.0,4.0,31.0,0.0,0.0,36.0
other,2864001d99374897257f93d426e2f151dd1234e9,1.0,10.0,4.0,14.0,1.0,5.0,151.0
other,c3d6607a14f66eae3dedc927a3eff642d1493caa,3.0,14.0,1.0,15.0,2.0,4.0,54.666.666.666.666.600
other,9a6f88dc34cb68d341ec1a7e4c79546fa1c18c96,10.0,215.0,32.0,247.0,15.0,35.0,60.2
other,adb2a82049a471b7a3fdb947f8b603e0e6e1a353,1.0,16.0,3.0,19.0,0.0,3.0,5.0
,,,,,,,,
other,91b1b671fc5e0495ff3911cd8d699f28b835c212,1.0,78.0,49.0,127.0,0.0,7.0,149.0
other,cce5ca8aede3514ac4405e5f908f9f324053cccc,3.0,56.0,20.0,76.0,2.0,7.0,8.766.666.666.666.660
other,af6198a1e992b55ff4d16dcaeeacbb4e90e29c8a,8.0,128.0,266.0,394.0,-12.0,45.0,86.625
other,27c8a793023f482cc1c383a916e42aedcd3b8efe,6.0,138.0,52.0,190.0,5.0,25.0,84.0
other,7d67e37da7a95fdac8277557e5fa878c0784deeb,1.0,7.0,7.0,14.0,0.0,7.0,56.0
other,abb0a790802996d1039c35424b70b0f3f06b94b7,5.0,137.0,51.0,188.0,5.0,24.0,98.8
other,2edbff44814dd8864f96fdd9ac3a8e0ef191fa40,1.0,7.0,7.0,14.0,0.0,7.0,56.0
other,f704f9d30e941ebdbdc95843c931cfc9d34bcba6,2.0,13.0,0.0,13.0,1.0,2.0,206.5
other,3f3aebac5b5bb9352eabefa24a40ba2298a0f2a7,1.0,1.0,1.0,2.0,0.0,0.0,97.0
other,6c66d6c41b108e47d99180bd6b0f61e117fd27a4,5.0,97.0,34.0,131.0,2.0,20.0,83.6
other,64df3922164136ac4587df235222d564b016ce25,1.0,1.0,1.0,2.0,0.0,1.0,144.0
other,cb43dbddccb6364324384dac0724eac56c9f0a26,1.0,5.0,5.0,10.0,0.0,0.0,22.0
other,ea014716fd2a8712ee39888725f91bed43148cd3,1.0,0.0,2.0,2.0,0.0,0.0,57.0
other,9a7b6715d71ca5588133a659e46460b254d9d98b,3.0,79.0,8.0,87.0,8.0,12.0,178.0
other,4c462ff834439f6c9baf8572c7b6395a8df2a0b3,1.0,2.0,2.0,4.0,0.0,2.0,62.0
other,2db8c41b3b0f0476c0e8735f4d57562d50f32ffa,3.0,68.0,20.0,88.0,3.0,6.0,10.533.333.333.333.300
other,8a206cece6c56cf32259c595eaef3a9b1a7186a5,1.0,1.0,0.0,1.0,0.0,0.0,50.0
other,e5fa0b989ec8e5f83f0e33c2046ab79094b39310,5.0,59.0,9.0,68.0,2.0,6.0,102.6
other,19726969aabbd0791d315994384a0cc46bf41648,12.0,313.0,43.0,356.0,17.0,27.0,28.25
other,0a4896a296c113c5fe0e82f0f052e615b95527bf,1.0,6.0,34.0,40.0,0.0,2.0,8.0
other,a40d227d5d3bfb2eab688b5517b003885b3e68d5,1.0,1.0,1.0,2.0,0.0,0.0,97.0
other,2e85e1ecf7dc11644132a0c8eccf6641d9ed22af,4.0,53.0,58.0,111.0,0.0,8.0,24.5
other,de806892e39f3b33dd501e46a22edf33e1c7c8f3,4.0,74.0,71.0,145.0,1.0,14.0,37.5
other,9212929c6396b624fa4f0f91d55484e3e11a778a,5.0,57.0,16.0,73.0,3.0,10.0,162.2
other,d0418379a7c7a0c92781e4f5f75260d28a0b0145,28.0,37.0,36.0,73.0,0.0,0.0,6.032.142.857.142.850
other,0aa5723dc8ff924abd2c9fa8e03a4f20d0f08580,1.0,11.0,9.0,20.0,0.0,5.0,77.0
other,e0b9d4964c7fb121374a85a4d47ee6799f1a9f89,1.0,1.0,1.0,2.0,0.0,0.0,23.0
other,f23067f6ccba94db598485530d722fcb60f9e3e0,1.0,2.0,1.0,3.0,0.0,0.0,8.0
other,2d71309d941689091f8ec4735f3edd21caf04150,2.0,58.0,3.0,61.0,3.0,5.0,89.5
other,9cb3af2a03870f54a0b49c4b26042e1ec98d3513,6.0,51.0,9.0,60.0,3.0,13.0,10.183.333.333.333.300
other,8f56e81f938c6f68d9e15f9b43f3f17ab467faa2,1.0,6.0,2.0,8.0,0.0,3.0,144.0
other,bb304b9c2cfc02fbbee3e3a99a360e1d25e37b48,2.0,74.0,8.0,82.0,1.0,6.0,43.5
other,a15519d09eff3ad0c992e7ce76dec02a66a9cf9c,3.0,57.0,0.0,57.0,7.0,8.0,28.333.333.333.333.300
other,8c5283797bd9997ba8445ef937118f7fd95e2c85,2.0,7.0,7.0,14.0,0.0,8.0,46.0
other,8e1e9078c823beb77b95776b3cc6a6a4da4d7a07,1.0,4.0,4.0,8.0,0.0,4.0,3.0
other,8c9c134ab1c847f2b074e5f93aeccc6d68697b6f,2.0,20.0,6.0,26.0,1.0,2.0,123.0
other,cd84d79c3574de81f23802f832f2ead6ad38a735,3.0,45.0,28.0,73.0,1.0,13.0,25.333.333.333.333.300
other,901a514269886a6fc63ee051831bd9338c2063fe,1.0,11.0,1.0,12.0,0.0,0.0,4.0
other,851574aa3e6cbfd75652c2f7179bbe0736014842,1.0,6.0,0.0,6.0,0.0,2.0,23.0
other,3a539370eb7735562e9e748054ef5dc6ca240bcc,2.0,93.0,0.0,93.0,4.0,5.0,153.5
other,65e7c32c3b860f441f51f02059ac821e078e5da8,1.0,1.0,1.0,2.0,0.0,1.0,86.0
other,ca62d97a9b27b41965cd65bf6f870ec3b52cd170,1.0,13.0,1.0,14.0,1.0,2.0,90.0
other,a16b96309cf0850d53a1ad6fd003062366bf3080,1.0,14.0,1.0,15.0,0.0,1.0,8.0
other,0ac969578d0ea8703a4c9bd5e9950cd9e9594f44,1.0,16.0,0.0,16.0,0.0,0.0,97.0
other,fe445e4db63319407fc8fadc214f19c1f2f9594e,1.0,20.0,4.0,24.0,0.0,1.0,14.0
other,0ac38668a409256fe1672b56ea4bd96fbd156b14,2.0,41.0,1.0,42.0,3.0,4.0,49.0
other,17485bc41852ee9586ebe167555737825a0d1043,1.0,1.0,1.0,2.0,0.0,1.0,50.0
other,78f49fb3fed19d3f3574ed42691a8f82e0f76143,2.0,50.0,5.0,55.0,3.0,4.0,113.0
other,5393de3e3741edbe905681a32281f270f18e356b,2.0,38.0,1.0,39.0,1.0,2.0,84.0
other,c310d27440bd58c23a8cb7795fe1e9514488c962,1.0,8.0,1.0,9.0,0.0,1.0,3.0
other,a1c44a9e2800ec199d8bf0af4cea7ef1390c6da0,2.0,8.0,1.0,9.0,1.0,2.0,238.0
other,aed222454743ebe5724d6ad438fafed37956521e,1.0,11.0,0.0,11.0,0.0,1.0,71.0
other,dffec3e547194f54f90bd393b61968fb10fbbe98,1.0,1.0,1.0,2.0,0.0,0.0,106.0
other,3fe86b348e3a17d0ab782cd5b4ca3c20f80e80f0,3.0,30.0,3.0,33.0,3.0,6.0,12.033.333.333.333.300
other,1d9c158a96382facc3be672f6b41dc79fb5eb48b,3.0,14.0,8.0,22.0,1.0,4.0,68.0
other,d6fd0d3832907ff36789b89450df09320081fc66,1.0,1.0,1.0,2.0,0.0,1.0,25.0
other,b926a030c628e9014ef2ab6b63515f2f3df0fa20,2.0,341.0,0.0,341.0,48.0,48.0,24.5
other,1596e57ba00c282ab029551f355365971a30ea67,1.0,5.0,4.0,9.0,0.0,0.0,22.0
other,6fab1a323bd54d4468a903ffec66839dd7c61c5e,1.0,16.0,1.0,17.0,0.0,0.0,22.0
other,b6aa9fe7825c56b1c3820c45f3bbb719dbc21e7f,1.0,41.0,0.0,41.0,2.0,2.0,68.0
other,3646138247488c9832a7f325401fe0b12fcdbebf,6.0,54.0,42.0,96.0,1.0,25.0,50.5
other,6cddc8973a88197141f4c666175205996f561c68,2.0,40.0,40.0,80.0,0.0,2.0,11.5
other,33d31d073ee451a3848192a4737cc06ab83cbfd6,6.0,34.0,25.0,59.0,-1.0,10.0,7.166.666.666.666.660
other,6663f063e6a7dfbc02985d3a86c36a675347d3ae,2.0,14.0,33.0,47.0,0.0,10.0,44.0
other,a95ec06a5037f7ca84f4f596397ce6090734c59b,1.0,1.0,0.0,1.0,0.0,1.0,47.0
other,77471444ec81ad9452ebde7ca2b58db58a1f77d1,4.0,27.0,17.0,44.0,0.0,12.0,51.75
other,6f029dd3de6903aedc680375106b459e406874c9,2.0,1.0,4.0,5.0,0.0,3.0,99.5
other,b3ecb0a6c9bf3a213377b889f2b3077a940363e2,7.0,118.0,14.0,132.0,7.0,14.0,10.028.571.428.571.400
other,abe5d62bcf18781c4b32418932f60e62cfea1703,2.0,110.0,13.0,123.0,2.0,3.0,75.0
other,314b40d9c5ae6e922f00fda3e867658c7edfc2db,1.0,80.0,0.0,80.0,3.0,3.0,66.0
other,a73c21771777ffd29e1d7ce296b252a324350284,5.0,217.0,177.0,394.0,6.0,20.0,143.4
other,e5f50b5bc65e71378d9a054891328815b52c1f40,3.0,24.0,11.0,35.0,1.0,3.0,66.0
other,207f5579d3d907589bbe3641c5c25326e1571722,5.0,15.0,12.0,27.0,0.0,7.0,103.8
other,ee5cf502889ed896a67dac57662d19bc469bb876,5.0,7.0,8.0,15.0,0.0,2.0,39.8
other,57891fe021e9012adb0c2a4345a5b717c2c84ddb,3.0,53.0,1.0,54.0,4.0,9.0,56.333.333.333.333.300
other,36bd68aa3e93affb12504cd40454e64c6812019c,3.0,41.0,2.0,43.0,1.0,4.0,30.0
other,16f43b6439df920e04d338bcd5651067e840c1e2,2.0,51.0,21.0,72.0,1.0,21.0,40.5
other,c77023cd0369c679bf217506ae21d429e6e81bdf,5.0,11.0,9.0,20.0,0.0,8.0,57.8
other,9b0d19f913465483d0942558eb21e37868040050,6.0,16.0,14.0,30.0,0.0,9.0,66.5
other,c254a9a6bff57f5258f322ca277f5e3530564e09,3.0,35.0,4.0,39.0,1.0,5.0,67.0
other,1c98464839434a0fe7c7581cdae44bd3f2e6edd3,9.0,173.0,190.0,363.0,8.0,81.0,51.333.333.333.333.300
other,cdc48ba8b0e4bdfccc208985bfef200220096d9d,5.0,93.0,91.0,184.0,0.0,63.0,54.0
other,3aca55d22898cef23f66241618cf27356416f4b7,1.0,2.0,0.0,2.0,0.0,1.0,31.0
other,ee7b608745fb3d83b9cad00ec96874e0db3d51de,7.0,23.0,12.0,35.0,1.0,12.0,10.442.857.142.857.100
other,009d68db54952062d1303083efe3686545e0a86e,1.0,1.0,1.0,2.0,0.0,0.0,23.0
other,b52b3c78ebfc185fee0d281228a643a371af165c,6.0,274.0,64.0,338.0,13.0,49.0,50.833.333.333.333.300
other,ec00713d5c22175249a359c3ffd0fe0d2692b0df,2.0,10.0,1.0,11.0,1.0,1.0,15.5
other,cd22113332cdeeedac8d6bda3297194f983b4aaf,4.0,51.0,7.0,58.0,3.0,8.0,101.0
other,7489193d5953bfba8c892e5aa98624e4ec73dbde,4.0,24.0,24.0,48.0,0.0,19.0,39.75
other,da4e249b7339c9d6e94535fcee63de0bada8f944,3.0,71.0,24.0,95.0,4.0,16.0,131.0
other,13d81f8d1b6ea1144a4a0bbbbbe03f390440f257,2.0,63.0,3.0,66.0,4.0,5.0,99.0
other,ed7709dbe1599ff4e2fa0c65962528464ce54aca,3.0,57.0,3.0,60.0,6.0,8.0,7.366.666.666.666.660
other,dd757b677395268b92c9f8f38d3d28729487142a,3.0,13.0,10.0,23.0,0.0,2.0,20.0
other,bf01d510f7373f26854e7ce9abaac62ecb2c41fc,1.0,1.0,1.0,2.0,0.0,0.0,6.0
other,76b7d585e03b78725f8a276714b233a14cd9c217,1.0,46.0,13.0,59.0,4.0,6.0,34.0
other,f9de004f90d5535a2714c2f58c3bf7cad56a6f04,2.0,37.0,0.0,37.0,0.0,0.0,57.0
other,54b583ed57ef1be8a56c346f3c466f3d00b37e4c,5.0,94.0,52.0,146.0,0.0,15.0,54.6
other,d26f6bf876257ecd25c10daae98a7cc51bbe2a8c,1.0,5.0,5.0,10.0,0.0,10.0,20.0
other,3b878299e7ab60e92669ddb9c222cbfda67ff038,2.0,30.0,56.0,86.0,-2.0,17.0,67.5
other,0d1163dcded8f234576b478696001dbac7edf5fe,3.0,71.0,13.0,84.0,1.0,7.0,11.033.333.333.333.300
other,51ca7c55da6fac733eb08a613c1c614ad2e66b5f,9.0,518.0,199.0,717.0,39.0,93.0,50.888.888.888.888.800
other,2d5583051f993467b3fa7dc954bbf2fed3186d97,1.0,23.0,6.0,29.0,1.0,2.0,69.0
other,29267ac4e8eae099064483dc4c4b246690a92009,4.0,146.0,27.0,173.0,3.0,22.0,58.25
other,85168a14c53fff360d89fe88856ac0072374f434,4.0,215.0,86.0,301.0,2.0,28.0,38.0
other,0d069f3b7bc524320fc76051408384f8ece77412,1.0,1.0,2.0,3.0,0.0,1.0,3.0
other,1d8233ddb7a0dfa490a340a06433909148f21610,10.0,125.0,34.0,159.0,6.0,22.0,52.9
other,b5314c1ec53492d1118c3e11b27658643b76e831,3.0,111.0,2.0,113.0,7.0,10.0,45.0
other,d4a9cf4772ae9d8991e58d934dea433798c9b8eb,3.0,6.0,3.0,9.0,0.0,6.0,55.0
other,640de61cb9a17a1c9f3851a46a7f6184acc71d15,5.0,66.0,5.0,71.0,3.0,10.0,35.2
other,c7d508b79c9e201c91ec23f5eec47c18be206567,5.0,301.0,30.0,331.0,11.0,34.0,37.4
other,58e531da6994d7fdf7a75529feaf849113d31f5a,1.0,11.0,0.0,11.0,1.0,1.0,41.0
other,a32b1044a480aabbf4716d5c90b907c5ec46056c,10.0,96.0,25.0,121.0,3.0,18.0,49.1
other,a5a597af9733f08b864ccb0e4ec8652143fa1b35,5.0,148.0,127.0,275.0,0.0,22.0,23.0
other,cf7b7edb85f7e61462d1f8c3cc8292dbc67b6ce0,2.0,154.0,20.0,174.0,5.0,14.0,25.0
other,8b0714b5c028b85643a3eca5fbdecbb37089a723,4.0,5.0,5.0,10.0,0.0,3.0,20.5
other,5fb5ab50a77efc761489493d4a0b8b9de85feec7,5.0,201.0,17.0,218.0,11.0,25.0,67.6
other,7131fb250c34882c32f084c5b01a28ad0b6de25c,10.0,295.0,48.0,343.0,12.0,44.0,37.4
other,a9942c7c902a4ecc3c96b97b34737c54b07b48d2,1.0,2.0,2.0,4.0,0.0,0.0,10.0
other,5f1a1b9e62975dd9a4d423acfd9c0de0cd2a534c,2.0,53.0,0.0,53.0,2.0,3.0,36.5
other,741811aa73fbcb8ed84e0939f2d87d18331c6fe0,2.0,57.0,23.0,80.0,2.0,4.0,34.0
other,db73cf23476a0a2472822755c98e5265783c3c28,2.0,30.0,1.0,31.0,1.0,2.0,38.5
other,c133700e32118c8c32516c5137ece684fee713bc,2.0,16.0,1.0,17.0,0.0,1.0,34.5
other,66b40c1b00fdc9b1cc2b863cc563fc7b68a57cf7,2.0,32.0,1.0,33.0,2.0,3.0,120.0
other,3819ed03996f1497512bffb445f81398a0bbaa17,2.0,16.0,1.0,17.0,1.0,2.0,41.0
other,d3d4a1e6332cb9fa49d4aad2eca93a650ce39cc2,2.0,33.0,1.0,34.0,1.0,3.0,41.5
other,8a9a3703a34439c53fd62055890755bda8d37a22,1.0,23.0,3.0,26.0,2.0,3.0,54.0
other,e5c84e1aef9572adb493197c1b6c4e882aca085b,4.0,57.0,8.0,65.0,0.0,0.0,29.5
other,29d3b73b89f18c1991cf52ab7a82a4e71acf07f7,2.0,25.0,3.0,28.0,2.0,9.0,42.0
other,b8a0352d524b3d339e71a83b04c63eee8aa3f291,1.0,14.0,2.0,16.0,0.0,1.0,85.0
other,5f82d28d0e1d6703e07aadc6fdf7f92ed4468706,1.0,1.0,1.0,2.0,0.0,0.0,3.0
other,011b2ee76d41fc689be75e1aa4d2efd9fe33c285,33.0,220.0,164.0,384.0,0.0,146.0,5.081.818.181.818.180
other,83b9dd427535bce39be43a9e8224cdbc352d7427,24.0,43.0,34.0,77.0,0.0,28.0,43.0
other,29d56966c1ba932920b278467bb3d61f49709da9,3.0,4.0,1.0,5.0,0.0,3.0,35.0
other,9beaab63253ce012c2eb90c53ff6ddf1d5ebad37,1.0,6.0,6.0,12.0,0.0,3.0,10.0
other,bf83abb01cf49fcf434cca3508899a9d819b3b3b,4.0,14.0,14.0,28.0,0.0,9.0,74.5
other,cc12ce97a4b7ce385f2e10d32a6dfcd02d47e7dd,2.0,22.0,0.0,22.0,1.0,2.0,130.0
other,7b0f74f662c046ad28e691ffe36a09b90ad2e7b2,1.0,1.0,1.0,2.0,0.0,1.0,70.0
other,9ca7b596a7373e7f5d1f72be3117269c8a9e6d08,1.0,1.0,3.0,4.0,0.0,1.0,95.0
other,48b19631e5ef51a5e3e9fa991c3a98b263de7385,1.0,2.0,2.0,4.0,0.0,2.0,163.0
other,60b1c1d365a588a447976205c48e6deb99cd7693,3.0,10.0,4.0,14.0,0.0,4.0,48.666.666.666.666.600
other,379ed8a9a5c01e4e0b0c659b284cee3f43e273b6,2.0,41.0,0.0,41.0,2.0,2.0,263.0
other,ac00ca5ee4abfd9d15e3c5c0f4f6e8b6eb99bbf7,3.0,11.0,6.0,17.0,0.0,7.0,50.0
other,c9496d350c0c3bb4b9d9571c3ab97181726561e2,4.0,52.0,35.0,87.0,0.0,8.0,60.25
other,7dba9cae329571b0a6442c6f2d485a58bbdff519,1.0,2.0,2.0,4.0,0.0,1.0,101.0
other,9eebd906ab28b4138a9a8ab2959b53578f58b28a,3.0,37.0,7.0,44.0,4.0,9.0,48.666.666.666.666.600
other,e8b631bbbf027358bb0062ae4284c1d9a9c03862,2.0,11.0,3.0,14.0,0.0,2.0,261.5
other,68c854d68488ad5879bad088a40aaf8dad68cc59,2.0,54.0,10.0,64.0,2.0,7.0,119.5
other,9d51dc4858b8491688890c6d3a2136eafd53e5d7,3.0,39.0,6.0,45.0,2.0,6.0,8.766.666.666.666.660
other,8ac0828d5a47c008da44f1d7999cb4151402580d,2.0,29.0,21.0,50.0,0.0,2.0,31.0
other,2d37490174c29a20dd49ddf4d55d4f995c545504,1.0,105.0,0.0,105.0,6.0,6.0,11.0
other,8bddb417554326b48e024f4a02b23525d3c87862,1.0,5.0,7.0,12.0,0.0,2.0,49.0
other,68a22646802d6483b4084e83693a9d9e48a8ddd8,3.0,4.0,4.0,8.0,0.0,1.0,67.0
other,0c6e851d5fd040d40922784daad7c8123dd64cfa,4.0,703.0,0.0,703.0,16.0,16.0,19.0
other,e786a376426b938738d3333f52891c68339ae187,5.0,222.0,78.0,300.0,15.0,29.0,42.0
other,c18b3e7237bfe2f3f073da2408c6d3d2c4755a34,1.0,2.0,2.0,4.0,0.0,2.0,222.0
other,62cab6dd2dc274fb69e695c6c6efe2954d2d5be7,2.0,34.0,0.0,34.0,2.0,3.0,29.0
other,e9025cb38c22a63c1a4face07e6f2e2b7fc23f83,2.0,19.0,0.0,19.0,1.0,2.0,72.0
other,81c7461c98f2228c3bb1a0c80fb803b5ea2e47f0,9.0,401.0,43.0,444.0,16.0,31.0,4.444.444.444.444.440
other,9e0b5b81b0ac25f59a25bd744dc788fe5c3e2971,3.0,72.0,63.0,135.0,0.0,22.0,8.466.666.666.666.660
other,1c2c57b1a9e037d81aeac3ad5088db9ec4358fb1,3.0,26.0,4.0,30.0,0.0,2.0,10.0
other,518baaa6e8841571e48fe5a8acf6aff05af8af4a,1.0,4.0,0.0,4.0,0.0,0.0,17.0
other,82fe0ac2c518505fb65e0dcc2d2d9e8a9d12018f,1.0,20.0,15.0,35.0,1.0,18.0,17.0
other,3e73a0e4995f7f682ea22453d6986229c4ff03a5,1.0,36.0,34.0,70.0,0.0,16.0,16.0
other,1464a47a1a2a5f1a6b8011d7db0ca478c878c343,1.0,73.0,0.0,73.0,16.0,16.0,16.0
other,7c94c808de0e946180fbcfa187aacd8fca83c489,1.0,77.0,103.0,180.0,-1.0,19.0,11.0
other,21f9c37c36e0489d0c133d18e27a825641abca8a,1.0,160.0,0.0,160.0,11.0,11.0,14.0
other,8b80127913a197892c9b3ac5d41d388e5f155cf6,4.0,50.0,3.0,53.0,2.0,9.0,186.0
other,6651a9c15e06e8d1829aa00f970998be2f33b225,4.0,21.0,49.0,70.0,0.0,11.0,30.5
other,3931dc8df0c57c7f50d23f8de532da0a51434f26,7.0,30.0,33.0,63.0,0.0,23.0,11.085.714.285.714.200
other,a96c3a8007d8e1a166f7aec423c7add1ea0e3522,4.0,30.0,15.0,45.0,1.0,4.0,165.0
other,5215762c9f9ab597c95d26abf55fa7fbae783b84,1.0,2.0,2.0,4.0,0.0,2.0,151.0
other,49e9294feb2e5700d574857ea330be89f85dad7a,1.0,14.0,25.0,39.0,0.0,7.0,151.0
other,92bf6552593d8d18853da203331b30992d79f82b,1.0,34.0,0.0,34.0,1.0,1.0,395.0
other,3682ee7872e734e9d2f57f601192d6f7d7baa4a6,1.0,9.0,9.0,18.0,1.0,2.0,3.0
other,86c3233f9c3e89dd88be8bfa26973194d89022fe,2.0,9.0,5.0,14.0,0.0,2.0,167.0
other,5af089a71997fb454b0ef063664db267d8038a73,4.0,29.0,29.0,58.0,0.0,9.0,50.25
other,6a9db2287cf749e66fdd80ae984bde158bb4dbe4,2.0,34.0,0.0,34.0,1.0,2.0,93.5
other,8864c5d687df432021a4409aad4e0448ed030c5a,3.0,31.0,1.0,32.0,1.0,3.0,45.333.333.333.333.300
other,c74831d62087e59f889497e6e7c4e6bb19196a1f,4.0,44.0,9.0,53.0,3.0,7.0,95.0
other,64e84e382efb80426cef301c9750833954c7fbbc,1.0,14.0,1.0,15.0,0.0,0.0,1.0
other,cbe7baa4746954a06a8fbc8c622b4f7d66c09964,2.0,16.0,0.0,16.0,0.0,1.0,3.0
other,bb0f81e1b8be129458a2c4cbc7c8a73f9baa8f49,2.0,171.0,1.0,172.0,15.0,16.0,12.5
other,ca76167504d5323f2a8c1011402907b9a755585c,1.0,7.0,1.0,8.0,0.0,2.0,20.0
other,98443a9ca8ca9ad82d5fb9b05b32f180bb510601,6.0,231.0,51.0,282.0,4.0,15.0,54.5
other,8331b2d75a51631bee622daf2175854fe49ce29a,4.0,109.0,96.0,205.0,0.0,26.0,54.0
other,3a1f393576899fad13465e6eec89245757c7350a,1.0,5.0,0.0,5.0,0.0,2.0,16.0
other,caec3c711887b16852c9a4b1bd6d795f3f1b9ca4,1.0,3.0,3.0,6.0,0.0,1.0,22.0
other,a589b8170333476233d48476587a1d4363c90bd0,14.0,275.0,83.0,358.0,9.0,45.0,7.457.142.857.142.850
other,0e151a4801882bfea992172494e0dc67cdf80671,1.0,4.0,1.0,5.0,1.0,2.0,84.0
other,219f286feaf6dd4857fcf3d837921b141f7351c0,4.0,73.0,18.0,91.0,3.0,10.0,107.0
other,e3d595107264062e84096d0e2d0a4d0f6a620688,2.0,300.0,0.0,300.0,28.0,28.0,41.5
other,4cfdef7e32b0b90aeb583082b6b184104d805994,1.0,52.0,0.0,52.0,2.0,2.0,162.0
other,48ee90cfa200917ea2577e8f730e3d1fd9c2b5b0,2.0,10.0,1.0,11.0,1.0,2.0,56.0
other,55e3ea0422e36c64c70a8381b4c8fcc007a6eaaf,5.0,240.0,148.0,388.0,1.0,87.0,85.0
other,731a2628bf4a7f925ac71950d3670a9e1e6fbfeb,3.0,43.0,3.0,46.0,4.0,6.0,10.266.666.666.666.600
other,2e36428ffa5d2868972d837caea3193b058b997c,3.0,28.0,12.0,40.0,0.0,3.0,13.033.333.333.333.300
other,53d6612cb29ad38514fc8240bade2c7a5c7ce4e7,8.0,56.0,3.0,59.0,7.0,9.0,46.5
other,f88e012dab201bd8ce72527155168afb885865f0,3.0,70.0,2.0,72.0,2.0,5.0,7.766.666.666.666.660
other,4a50bcd30be1853aeeda48dd877d5048ab6fd96b,3.0,78.0,13.0,91.0,4.0,15.0,6.733.333.333.333.330
other,5d43df973ae841ca05a63580c6a225ff251c410b,1.0,1.0,1.0,2.0,0.0,0.0,10.0
other,ef6e605fafe8bd65045b42ae0decd5f91c3ec6c6,4.0,16.0,14.0,30.0,0.0,4.0,148.0
other,e8ecf34175edc9fb0ea928d484d20ed301ee6542,8.0,161.0,25.0,186.0,5.0,26.0,48.875
other,d1e845a4df14b565c44d5fe0ecbbc8eea69f5df7,21.0,131.0,125.0,256.0,2.0,43.0,8.723.809.523.809.520
other,fa83afec25ff613341731e1552fe9897d755b338,6.0,312.0,197.0,509.0,14.0,54.0,65.5
other,2b8ad31b084af93ad202a1b835e5be63ac58a269,1.0,14.0,14.0,28.0,0.0,9.0,121.0
other,68c0211cc26261a34a5f55b91f9509ae4575c731,4.0,112.0,49.0,161.0,4.0,31.0,73.25
other,d8226074eee111dea2030baafb7d0d5992e3d42c,2.0,22.0,6.0,28.0,1.0,5.0,46.5
other,22b250c1b87d2c8038a78f9aea5dec3b644ce977,2.0,9.0,9.0,18.0,0.0,5.0,69.0
other,c8dbccea5e8e724a799eea4dcf5abde511f4750c,7.0,23.0,21.0,44.0,1.0,7.0,26.285.714.285.714.200
other,578d8debd65202f574b544f876b45e6110afdb69,1.0,2.0,3.0,5.0,0.0,1.0,19.0
other,86be1c3acdf3c7b26c57cae17612b74ada5ce1a1,7.0,55.0,21.0,76.0,0.0,15.0,11.414.285.714.285.700
other,949439ae5b0c5fd70687d1f946cac80552a5a7f9,15.0,166.0,143.0,309.0,0.0,86.0,40.2
other,ab73bddaa42637d64e005d788fb7130d26c50c97,10.0,109.0,785.0,894.0,-38.0,74.0,26.0
other,40dddb9dcf8ba654e16f6497020043b38b6d22a1,14.0,268.0,1605.0,1873.0,-77.0,166.0,36.714.285.714.285.700
other,a27afaf572102666ca85c2619370626e52425e7a,4.0,14.0,27.0,41.0,-1.0,5.0,138.0
other,2a5fb08b39195d4238c7117e851e9221f94de62a,4.0,12.0,27.0,39.0,0.0,6.0,163.25
other,5bb4c0c2939028e34e2d4838fc04f5cb5c588c50,8.0,20.0,66.0,86.0,-3.0,19.0,92.125
other,49527dae14a9f112e8f0b6e2f37ef49f23452ec5,6.0,1413.0,1.0,1414.0,101.0,102.0,46.166.666.666.666.600
other,d35436e12d4d15514d661fcfbf2e36a1ca23ac69,5.0,17.0,17.0,34.0,0.0,11.0,88.6
other,da568d0604180e2144444c4ee348324f348bde75,1.0,1.0,1.0,2.0,0.0,1.0,144.0
other,4d73a3a65dd549a2f1865b1dfb4ec0373ec175c0,2.0,96.0,0.0,96.0,3.0,3.0,218.0
other,d320598247396182f034156dd00e0d605f9f0ef2,3.0,49.0,49.0,98.0,0.0,10.0,6.933.333.333.333.330
other,5d70f5f7a7cf85e0f4c528452aa89bbdf7f7f2d5,4.0,16.0,3.0,19.0,1.0,4.0,87.75
other,456105e5fd9f7f74f0d5ad6f81ce8a7e740903a3,4.0,5.0,5.0,10.0,0.0,0.0,109.0
other,bb357db283fde2cc725a01f3fe836916a2046421,2.0,121.0,32.0,153.0,1.0,2.0,51.0
other,ce695b67faa439ae1fb549e657fce316468bd560,10.0,548.0,1.0,549.0,30.0,30.0,4.7
other,9851e20466555dcdf8ae520569f40d46dbeb1b87,1.0,54.0,0.0,54.0,2.0,2.0,202.0
